code,name,name_slugs,name_trans,province
I365,Santo Stefano Al Mare,santo-stefano-al-mare,Santo Stefano Al Mare,IM
I365,Santo Stefano Al Mare,santo-stefano-al-mare,Santo Stefano Al Mare,IM
I365,Santo Stefano Al Mare,santo-stefano-al-mare,Santo Stefano Al Mare,IM
I367,Santo Stefano Belbo,santo-stefano-belbo,Santo Stefano Belbo,CN
I367,Santo Stefano Belbo,santo-stefano-belbo,Santo Stefano Belbo,CN
I367,Santo Stefano Belbo,santo-stefano-belbo,Santo Stefano Belbo,CN
I367,Santo Stefano Belbo,santo-stefano-belbo,Santo Stefano Belbo,CN
I368,Santo Stefano D'Aveto,santo-stefano-d-aveto,Santo Stefano D'Aveto,GE
I368,Santo Stefano D'Aveto,santo-stefano-d-aveto,Santo Stefano D'Aveto,GE
I358,Santo Stefano Del Monte Degli Angeli,santo-stefano-del-monte-degli-angeli,Santo Stefano Del Monte Degli Angeli,BG
I357,Santo Stefano Del Sole,santo-stefano-del-sole,Santo Stefano Del Sole,AV
I369,Santo Stefano Di Briga,santo-stefano-di-briga,Santo Stefano Di Briga,ME
C919,Santo Stefano Di Cadore,santo-stefano-di-cadore,Santo Stefano Di Cadore,BL
I370,Santo Stefano Di Camastra,santo-stefano-di-camastra,Santo Stefano Di Camastra,ME
I363,Santo Stefano Di Magra,santo-stefano-di-magra,Santo Stefano Di Magra,GE
I363,Santo Stefano Di Magra,santo-stefano-di-magra,Santo Stefano Di Magra,SP
I359,Santo Stefano Di Rogliano,santo-stefano-di-rogliano,Santo Stefano Di Rogliano,CS
I359,Santo Stefano Di Rogliano,santo-stefano-di-rogliano,Santo Stefano Di Rogliano,CS
I360,Santo Stefano Di Sessanio,santo-stefano-di-sessanio,Santo Stefano Di Sessanio,AQ
I371,Santo Stefano In Aspromonte,santo-stefano-in-aspromonte,Santo Stefano In Aspromonte,RC
I362,Santo Stefano Lodigiano,santo-stefano-lodigiano,Santo Stefano Lodigiano,MI
I362,Santo Stefano Lodigiano,santo-stefano-lodigiano,Santo Stefano Lodigiano,LO
I356,Santo Stefano Quisquina,santo-stefano-quisquina,Santo Stefano Quisquina,AG
I372,Santo Stefano Roero,santo-stefano-roero,Santo Stefano Roero,CN
I361,Santo Stefano Ticino,santo-stefano-ticino,Santo Stefano Ticino,MI
I361,Santo Stefano Ticino,santo-stefano-ticino,Santo Stefano Ticino,MI
I260,Santomenna,santomenna,Santomenna,SA
I351,Santopadre,santopadre,Santopadre,CE
I351,Santopadre,santopadre,Santopadre,FR
I353,Santorso,santorso,Santorso,VI
I374,Santu Lussurgiu,santu-lussurgiu,Santu Lussurgiu,CA
I374,Santu Lussurgiu,santu-lussurgiu,Santu Lussurgiu,OR
I386,Sanvincenti,sanvincenti,Sanvincenti,PL
I386,Sanvincenti,sanvincenti,Sanvincenti,PL
I410,Sanza,sanza,Sanza,SA
I411,Sanzeno,sanzeno,Sanzeno,TN
I411,Sanzeno,sanzeno,Sanzeno,TN
I411,Sanzeno,sanzeno,Sanzeno,TN
I411,Sanzeno,sanzeno,Sanzeno,TN
I411,Sanzeno,sanzeno,Sanzeno,TN
I411,Sanzeno,sanzeno,Sanzeno,TN
I418,Saonara,saonara,Saonara,PD
I419,Saone,saone,Saone,TN
I419,Saone,saone,Saone,TN
I420,Saponara,saponara,Saponara,ME
E221,Saponara Di Grumento,saponara-di-grumento,Saponara Di Grumento,PZ
I420,Saponara Villafranca,saponara-villafranca,Saponara Villafranca,ME
I421,Sappada,sappada,Sappada,BL
I421,Sappada,sappada,Sappada,UD
I422,Sapri,sapri,Sapri,SA
I423,Saracena,saracena,Saracena,CS
I424,Saracinesco,saracinesco,Saracinesco,RM
I425,Sarcedo,sarcedo,Sarcedo,VI
I426,Sarconi,sarconi,Sarconi,PZ
I426,Sarconi,sarconi,Sarconi,PZ
I427,Sardagna,sardagna,Sardagna,TN
I427,Sardagna,sardagna,Sardagna,TN
I428,Sardara,sardara,Sardara,CA
I428,Sardara,sardara,Sardara,CA
I428,Sardara,sardara,Sardara,VS
I428,Sardara,sardara,Sardara,SU
I429,Sardigliano,sardigliano,Sardigliano,AL
I429,Sardigliano,sardigliano,Sardigliano,AL
I429,Sardigliano,sardigliano,Sardigliano,AL
I430,Sarego,sarego,Sarego,VI
I431,Sarentino,"sarentino, sarntal",Sarentino,TN
I431,Sarentino,"sarentino, sarntal",Sarentino,TN
I431,Sarentino,"sarentino, sarntal",Sarentino,BZ
I432,Sarezzano,sarezzano,Sarezzano,AL
I433,Sarezzo,sarezzo,Sarezzo,BS
I434,Sarmato,sarmato,Sarmato,PC
I435,Sarmede,sarmede,Sarmede,TV
I436,Sarnano,sarnano,Sarnano,MC
I437,Sarnico,sarnico,Sarnico,BG
I437,Sarnico,sarnico,Sarnico,BG
I438,Sarno,sarno,Sarno,SA
I439,Sarnonico,sarnonico,Sarnonico,TN
I439,Sarnonico,sarnonico,Sarnonico,TN
I439,Sarnonico,sarnonico,Sarnonico,TN
I439,Sarnonico,sarnonico,Sarnonico,TN
I440,Sarola,sarola,Sarola,IM
I441,Saronno,saronno,Saronno,MI
I441,Saronno,saronno,Saronno,VA
I441,Saronno,saronno,Saronno,VA
I441,Saronno,saronno,Saronno,VA
I441,Saronno,saronno,Saronno,VA
I442,Sarre,sarre,Sarre,TO
I442,Sarre,sarre,Sarre,AO
I442,Sarre,sarre,Sarre,AO
I443,Sarroch,sarroch,Sarroch,CA
I443,Sarroch,sarroch,Sarroch,CA
I444,Sarsina,sarsina,Sarsina,FO
I444,Sarsina,sarsina,Sarsina,FO
I444,Sarsina,sarsina,Sarsina,FC
I445,Sarteano,sarteano,Sarteano,SI
I446,Sartirana Briantea,sartirana-briantea,Sartirana Briantea,CO
I447,Sartirana Lomellina,sartirana-lomellina,Sartirana Lomellina,PV
I448,Sarule,sarule,Sarule,SS
I448,Sarule,sarule,Sarule,NU
I449,Sarzana,sarzana,Sarzana,GE
I449,Sarzana,sarzana,Sarzana,SP
I450,Sassa,sassa,Sassa,AQ
I451,Sassano,sassano,Sassano,SA
I452,Sassari,sassari,Sassari,SS
I452,Sassari,sassari,Sassari,SS
I453,Sassello,sassello,Sassello,GE
I453,Sassello,sassello,Sassello,SV
I453,Sassello,sassello,Sassello,SV
I454,Sassetta,sassetta,Sassetta,PI
I454,Sassetta,sassetta,Sassetta,LI
I455,Sassinoro,sassinoro,Sassinoro,BN
I458,Sasso,sasso,Sasso,TN
I458,Sasso,sasso,Sasso,TN
G972,Sasso Bolognese,sasso-bolognese,Sasso Bolognese,BO
I456,Sasso Di Bordighera,sasso-di-bordighera,Sasso Di Bordighera,IM
I457,Sasso Di Castalda,sasso-di-castalda,Sasso Di Castalda,PZ
G972,Sasso Marconi,sasso-marconi,Sasso Marconi,BO
I459,Sassocorvaro,sassocorvaro,Sassocorvaro,PS
I459,Sassocorvaro,sassocorvaro,Sassocorvaro,PU
M413,Sassocorvaro Auditore,sassocorvaro-auditore,Sassocorvaro Auditore,PU
I460,Sassofeltrio,sassofeltrio,Sassofeltrio,PS
I460,Sassofeltrio,sassofeltrio,Sassofeltrio,PS
I460,Sassofeltrio,sassofeltrio,Sassofeltrio,PU
I460,Sassofeltrio,sassofeltrio,Sassofeltrio,RN
I461,Sassoferrato,sassoferrato,Sassoferrato,AN
I462,Sassuolo,sassuolo,Sassuolo,MO
I463,Satriano,satriano,Satriano,CZ
G614,Satriano Di Lucania,satriano-di-lucania,Satriano Di Lucania,PZ
I464,Sauris,sauris,Sauris,UD
I464,Sauris,sauris,Sauris,UD
I466,Sauze D'Oulx,sauze-d-oulx,Sauze D'Oulx,TO
I466,Sauze D'Oulx,sauze-d-oulx,Sauze D'Oulx,TO
I465,Sauze Di Cesana,sauze-di-cesana,Sauze Di Cesana,TO
I465,Sauze Di Cesana,sauze-di-cesana,Sauze Di Cesana,TO
I465,Sauze Di Cesana,sauze-di-cesana,Sauze Di Cesana,TO
I467,Sava,sava,Sava,LE
I467,Sava,sava,Sava,TA
I468,Savelli,savelli,Savelli,CZ
I468,Savelli,savelli,Savelli,KR
I469,Saviano,saviano,Saviano,CE
I469,Saviano,saviano,Saviano,NA
I470,Savigliano,savigliano,Savigliano,CN
I471,Savignano Di Puglia,savignano-di-puglia,Savignano Di Puglia,AV
I472,Savignano Di Romagna,savignano-di-romagna,Savignano Di Romagna,FO
I471,Savignano Irpino,savignano-irpino,Savignano Irpino,AV
I473,Savignano Sul Panaro,savignano-sul-panaro,Savignano Sul Panaro,MO
I472,Savignano Sul Rubicone,savignano-sul-rubicone,Savignano Sul Rubicone,FO
I472,Savignano Sul Rubicone,savignano-sul-rubicone,Savignano Sul Rubicone,FO
I472,Savignano Sul Rubicone,savignano-sul-rubicone,Savignano Sul Rubicone,FC
I474,Savigno,savigno,Savigno,BO
I474,Savigno,savigno,Savigno,BO
I475,Savignone,savignone,Savignone,GE
I476,Saviore,saviore,Saviore,BS
I476,Saviore,saviore,Saviore,BS
I476,Saviore Dell'Adamello,saviore-dell-adamello,Saviore Dell'Adamello,BS
I477,Savoca,savoca,Savoca,ME
I477,Savoca,savoca,Savoca,ME
I478,Savogna,savogna,Savogna,UD
I479,Savogna,savogna,Savogna,GO
I479,Savogna,"savogna, sovodnje",Savogna,UD
I478,Savogna,savogna,Savogna,UD
I479,Savogna D'Isonzo,savogna-d-isonzo,Savogna D'Isonzo,UD
I479,Savogna D'Isonzo,savogna-d-isonzo,Savogna D'Isonzo,GO
I479,Savogna D'Isonzo,savogna-d-isonzo,Savogna D'Isonzo,GO
I479,Savogna D'Isonzo-Sovodnje Ob Soči,"comune-di-savogna-d-isonzo-obcina-sovodnje-ob-soci, savogna-d-isonzo-sovodnje-ob-soci",Savogna D'Isonzo-Sovodnje Ob Soci,GO
H730,Savoia Di Lucania,savoia-di-lucania,Savoia Di Lucania,PZ
I480,Savona,savona,Savona,GE
I480,Savona,savona,Savona,SV
I480,Savona,savona,Savona,SV
I481,Savoulx,savoulx,Savoulx,TO
I482,Scafa,scafa,Scafa,PE
I483,Scafati,scafati,Scafati,SA
I483,Scafati,scafati,Scafati,SA
I483,Scafati,scafati,Scafati,SA
I484,Scagnello,scagnello,Scagnello,CN
I484,Scagnello,scagnello,Scagnello,CN
I486,Scala,scala,Scala,SA
I486,Scala,scala,Scala,SA
I485,Scala Coeli,scala-coeli,Scala Coeli,CS
I487,Scaldasole,scaldasole,Scaldasole,PV
I488,Scale,"scale, schalders",Scale,TN
I488,Scale,"scale, schalders",Scale,TN
I489,Scalea,scalea,Scalea,CS
I489,Scalea,scalea,Scalea,CS
I490,Scalenghe,scalenghe,Scalenghe,TO
I488,Scaleres,"scaleres, schalders",Scaleres,TN
I488,Scaleres,"scaleres, schalders",Scaleres,BZ
I491,Scaletta Uzzone,scaletta-uzzone,Scaletta Uzzone,CN
I492,Scaletta Zanclea,scaletta-zanclea,Scaletta Zanclea,ME
I492,Scaletta Zanglea,scaletta-zanglea,Scaletta Zanglea,ME
I492,Scaletta Zanglea,scaletta-zanglea,Scaletta Zanglea,ME
I492,Scaletta Zanglea,scaletta-zanglea,Scaletta Zanglea,ME
I492,Scaletta Zanglea,scaletta-zanglea,Scaletta Zanglea,ME
I493,Scampitella,scampitella,Scampitella,AV
I494,Scandale,scandale,Scandale,CZ
I494,Scandale,scandale,Scandale,KR
I495,Scandeluzza,scandeluzza,Scandeluzza,AL
I495,Scandeluzza,scandeluzza,Scandeluzza,AL
I495,Scandeluzza,scandeluzza,Scandeluzza,AT
I495,Scandeluzza,scandeluzza,Scandeluzza,AT
I496,Scandiano,scandiano,Scandiano,RE
B962,Scandicci,scandicci,Scandicci,FI
B962,Scandicci,scandicci,Scandicci,FI
I497,Scandolara Ravara,scandolara-ravara,Scandolara Ravara,CR
I497,Scandolara Ravara,scandolara-ravara,Scandolara Ravara,CR
I498,Scandolara Ripa D'Oglio,scandolara-ripa-d-oglio,Scandolara Ripa D'Oglio,CR
I499,Scandriglia,scandriglia,Scandriglia,PG
I499,Scandriglia,scandriglia,Scandriglia,RM
I499,Scandriglia,scandriglia,Scandriglia,RI
I500,Scannabue,scannabue,Scannabue,CR
I501,Scanno,scanno,Scanno,AQ
I502,Scano Al Brembo,scano-al-brembo,Scano Al Brembo,BG
I503,Scano Di Montiferro,scano-di-montiferro,Scano Di Montiferro,CA
I503,Scano Di Montiferro,scano-di-montiferro,Scano Di Montiferro,NU
I503,Scano Di Montiferro,scano-di-montiferro,Scano Di Montiferro,OR
I504,Scansano,scansano,Scansano,GR
M256,Scanzano Jonico,scanzano-jonico,Scanzano Jonico,MT
I505,Scanzo,scanzo,Scanzo,BG
I506,Scanzorosciate,scanzorosciate,Scanzorosciate,BG
I507,Scapoli,scapoli,Scapoli,CB
I507,Scapoli,scapoli,Scapoli,CB
I507,Scapoli,scapoli,Scapoli,IS
I509,Scaria,scaria,Scaria,CO
I510,Scarlino,scarlino,Scarlino,GR
I511,Scarmagno,scarmagno,Scarmagno,TO
I511,Scarmagno,scarmagno,Scarmagno,AO
I511,Scarmagno,scarmagno,Scarmagno,TO
I512,Scarnafigi,scarnafigi,Scarnafigi,CN
I512,Scarnafigi,scarnafigi,Scarnafigi,CN
I513,Scarnafigi-Ruffia,scarnafigi-ruffia,Scarnafigi-Ruffia,CN
I514,Scarperia,scarperia,Scarperia,FI
M326,Scarperia E San Piero,scarperia-e-san-piero,Scarperia E San Piero,FI
I515,Scarpizzolo,scarpizzolo,Scarpizzolo,BS
I516,Scaves,"scaves, schabs",Scaves,TN
I516,Scaves,"scaves, schabs",Scaves,TN
I517,Scavolino,scavolino,Scavolino,PS
I518,Scelmo,scelmo,Scelmo,TN
I518,Scelmo,scelmo,Scelmo,TN
I519,Scena,"scena, schenna",Scena,TN
I519,Scena,"scena, schenna",Scena,TN
I519,Scena,"scena, schenna",Scena,BZ
I520,Scerni,scerni,Scerni,CH
I521,Scheggia,scheggia,Scheggia,PG
I522,Scheggia E Pascelupo,scheggia-e-pascelupo,Scheggia E Pascelupo,PG
I523,Scheggino,scheggino,Scheggino,PG
I523,Scheggino,scheggino,Scheggino,PG
I524,Scherbina,scherbina,Scherbina,GO
I524,Scherbina,scherbina,Scherbina,UD
I524,Scherbina,scherbina,Scherbina,GO
I525,Schianno,schianno,Schianno,CO
I525,Schianno,schianno,Schianno,VA
I526,Schiavi Di Abruzzo,schiavi-di-abruzzo,Schiavi Di Abruzzo,CH
I527,Schiavon,schiavon,Schiavon,VI
I528,Schieranco,schieranco,Schieranco,NO
I529,Schignano,schignano,Schignano,CO
I530,Schilpario,schilpario,Schilpario,BG
I531,Schio,schio,Schio,VI
I531,Schio,schio,Schio,VI
I531,Schio,schio,Schio,VI
I532,Schivenoglia,schivenoglia,Schivenoglia,MN
I533,Sciacca,sciacca,Sciacca,AG
I534,Sciara,sciara,Sciara,PA
I516,Sciaves,"schabs, sciaves",Sciaves,TN
I516,Sciaves,"schabs, sciaves",Sciaves,BZ
I535,Scicli,scicli,Scicli,SR
I535,Scicli,scicli,Scicli,RG
I536,Scido,scido,Scido,RC
D290,Scigliano,scigliano,Scigliano,CS
D290,Scigliano,scigliano,Scigliano,CS
D290,Scigliano,scigliano,Scigliano,CS
I537,Scilla,scilla,Scilla,RC
I538,Scillato,scillato,Scillato,PA
I539,Sciolze,sciolze,Sciolze,TO
I540,Scisciano,scisciano,Scisciano,CE
I540,Scisciano,scisciano,Scisciano,NA
I541,Sclafani,sclafani,Sclafani,PA
I541,Sclafani Bagni,sclafani-bagni,Sclafani Bagni,PA
I542,Scodovacca,scodovacca,Scodovacca,UD
I542,Scodovacca,scodovacca,Scodovacca,UD
I543,Scontrone,scontrone,Scontrone,AQ
I544,Scopa,scopa,Scopa,NO
I544,Scopa,scopa,Scopa,VC
I545,Scopello,scopello,Scopello,NO
I545,Scopello,scopello,Scopello,VC
I546,Scoppito,scoppito,Scoppito,AQ
I547,Scoppo,scoppo,Scoppo,TS
I547,Scoppo,scoppo,Scoppo,TS
I548,Scordia,scordia,Scordia,CT
I549,Scorrano,scorrano,Scorrano,LE
I550,Scorticata,scorticata,Scorticata,FO
I551,Scorzè,scorze,Scorze',VE
I552,Scrilie,scrilie,Scrilie,GO
I552,Scrilie,scrilie,Scrilie,UD
I552,Scrilla,scrilla,Scrilla,UD
I552,Scrilla,scrilla,Scrilla,GO
H658,Scrofano,scrofano,Scrofano,RM
I553,Scurcola,scurcola,Scurcola,AQ
I553,Scurcola Marsicana,scurcola-marsicana,Scurcola Marsicana,AQ
I554,Scurelle,scurelle,Scurelle,TN
I554,Scurelle,scurelle,Scurelle,TN
I554,Scurelle,scurelle,Scurelle,TN
I555,Scurzolengo,scurzolengo,Scurzolengo,AL
I555,Scurzolengo,scurzolengo,Scurzolengo,AT
I556,Seborga,seborga,Seborga,IM
I557,Sebreghe,sebreghe,Sebreghe,GO
I557,Sebreghe,sebreghe,Sebreghe,UD
I557,Sebreghe,sebreghe,Sebreghe,GO
I558,Secinaro,secinaro,Secinaro,AQ
I559,Seclì,secli,Secli',LE
I559,Seclì,secli,Secli',LE
I560,Secondigliano,secondigliano,Secondigliano,NA
I561,Secugnago,secugnago,Secugnago,MI
I561,Secugnago,secugnago,Secugnago,LO
I562,Sedegliano,sedegliano,Sedegliano,UD
I562,Sedegliano,sedegliano,Sedegliano,UD
I562,Sedegliano,sedegliano,Sedegliano,UD
I563,Sedico,sedico,Sedico,BL
I564,Sedilo,sedilo,Sedilo,CA
I564,Sedilo,sedilo,Sedilo,OR
I565,Sedini,sedini,Sedini,SS
I565,Sedini,sedini,Sedini,SS
I565,Sedini,sedini,Sedini,SS
I566,Sedriano,sedriano,Sedriano,MI
I566,Sedriano,sedriano,Sedriano,MI
I567,Sedrina,sedrina,Sedrina,BG
I567,Sedrina,sedrina,Sedrina,BG
I568,Sedula,sedula,Sedula,GO
I568,Sedula,sedula,Sedula,UD
I568,Sedula,sedula,Sedula,GO
I569,Sefro,sefro,Sefro,MC
I570,Segariu,segariu,Segariu,CA
I570,Segariu,segariu,Segariu,CA
I570,Segariu,segariu,Segariu,CA
I570,Segariu,segariu,Segariu,VS
I570,Segariu,segariu,Segariu,SU
I571,Seggiano,seggiano,Seggiano,GR
I572,Seghebbia,seghebbia,Seghebbia,CO
C842,Segnacco,segnacco,Segnacco,UD
I573,Segni,segni,Segni,RM
I574,Segno,segno,Segno,GE
I575,Segno,segno,Segno,TN
I575,Segno,segno,Segno,TN
I574,Segno,segno,Segno,SV
I576,Segonzano,segonzano,Segonzano,TN
I576,Segonzano,segonzano,Segonzano,TN
I576,Segonzano,segonzano,Segonzano,TN
I577,Segrate,segrate,Segrate,MI
I578,Segusino,segusino,Segusino,TV
I579,Seio,seio,Seio,TN
I579,Seio,seio,Seio,TN
I580,Selargius,selargius,Selargius,CA
I580,Selargius,selargius,Selargius,CA
I580,Selargius,selargius,Selargius,CA
I581,Selci,selci,Selci,PG
I581,Selci,selci,Selci,RM
I581,Selci,selci,Selci,RI
I582,Selegas,selegas,Selegas,CA
I582,Selegas,selegas,Selegas,CA
I582,Selegas,selegas,Selegas,CA
I582,Selegas,selegas,Selegas,CA
I582,Selegas,selegas,Selegas,CA
I582,Selegas,selegas,Selegas,SU
I583,Selino,selino,Selino,BG
I584,Sella Delle Trincee,sella-delle-trincee,Sella Delle Trincee,UD
I584,Sella Delle Trincee,sella-delle-trincee,Sella Delle Trincee,GO
M360,Sella Giudicarie,sella-giudicarie,Sella Giudicarie,TN
I585,Sellano,sellano,Sellano,PG
I587,Sellere,sellere,Sellere,BG
I588,Sellero,sellero,Sellero,BS
I588,Sellero,sellero,Sellero,BS
I589,Sellia,sellia,Sellia,CZ
I589,Sellia,sellia,Sellia,CZ
I590,Sellia Marina,sellia-marina,Sellia Marina,CZ
I584,Sello,sello,Sello,GO
I584,Sello,sello,Sello,UD
I591,Selva,"selva, wolkenstein",Selva,TN
I591,Selva,"selva, wolkenstein",Selva,BZ
I592,Selva Bellunese,selva-bellunese,Selva Bellunese,BL
I593,Selva Dei Molini,"muehlwald, muhlwald, selva-dei-molini",Selva Dei Molini,TN
I593,Selva Dei Molini,"muehlwald, muhlwald, selva-dei-molini",Selva Dei Molini,TN
I593,Selva Dei Molini,"muehlwald, muhlwald, selva-dei-molini",Selva Dei Molini,BZ
I593,Selva Dei Molini,"muehlwald, muhlwald, selva-dei-molini",Selva Dei Molini,BZ
I592,Selva Di Cadore,selva-di-cadore,Selva Di Cadore,BL
I594,Selva Di Progno,selva-di-progno,Selva Di Progno,VR
I591,Selva Di Val Gardena,"selva-di-val-gardena, wolkenstein-in-groden, wolkenstein-in-groeden",Selva Di Val Gardena,BZ
I591,Selva In Gardena,"selva-in-gardena, wolkenstein",Selva In Gardena,TN
I591,Selva In Gardena,"selva-in-gardena, wolkenstein",Selva In Gardena,TN
I595,Selvazzano Dentro,selvazzano-dentro,Selvazzano Dentro,PD
I596,Selve Marcone,selve-marcone,Selve Marcone,NO
I596,Selve Marcone,selve-marcone,Selve Marcone,VC
I596,Selve Marcone,selve-marcone,Selve Marcone,BI
I597,Selvino,selvino,Selvino,BG
I598,Semestene,semestene,Semestene,SS
I599,Semiana,semiana,Semiana,PV
I600,Seminara,seminara,Seminara,RC
H740,Sempas,sempas,Sempas,GO
H740,Sempas,sempas,Sempas,UD
I601,Semproniano,semproniano,Semproniano,GR
I746,Senadole,senadole,Senadole,TS
I746,Senadole,senadole,Senadole,TS
I602,Senago,senago,Senago,MI
ND,Senale,"senale, unsere-liebe-frau-im-walde",Senale,TN
ND,Senale,"senale, unsere-liebe-frau-im-walde",Senale,TN
ND,Senale,"senale, unsere-liebe-frau-im-walde",Senale,TN
ND,Senale,"senale, unsere-liebe-frau-im-walde",Senale,BZ
I603,Senale-San Felice,"senale-san-felice, unsere-liebe-frau-im-walde-st-felix",Senale-San Felice,BZ
I604,Senales,"schnals, senales",Senales,TN
I604,Senales,"schnals, senales",Senales,BZ
I604,Senales In Venosta,"schnals, senales-in-venosta",Senales In Venosta,TN
I604,Senales In Venosta,"schnals, senales-in-venosta",Senales In Venosta,TN
I605,Seneghe,seneghe,Seneghe,CA
I605,Seneghe,seneghe,Seneghe,OR
I606,Senerchia,senerchia,Senerchia,AV
I607,Seniga,seniga,Seniga,BS
I608,Senigallia,senigallia,Senigallia,AN
I609,Senis,senis,Senis,CA
I609,Senis,senis,Senis,CA
I609,Senis,senis,Senis,CA
I609,Senis,senis,Senis,CA
I609,Senis,senis,Senis,OR
I610,Senise,senise,Senise,PZ
I611,Senna Comasco,senna-comasco,Senna Comasco,CO
I612,Senna Lodigiana,senna-lodigiana,Senna Lodigiana,MI
I612,Senna Lodigiana,senna-lodigiana,Senna Lodigiana,LO
I613,Sennariolo,sennariolo,Sennariolo,CA
I613,Sennariolo,sennariolo,Sennariolo,NU
I613,Sennariolo,sennariolo,Sennariolo,OR
I614,Sennori,sennori,Sennori,SS
I615,Senorbì,senorbi,Senorbi',CA
I615,Senorbì,senorbi,Senorbi',CA
I615,Senorbì,senorbi,Senorbi',CA
I615,Senorbì,senorbi,Senorbi',CA
I615,Senorbì,senorbi,Senorbi',CA
I615,Senorbì,senorbi,Senorbi',SU
I616,Senosecchia,senosecchia,Senosecchia,TS
I616,Senosecchia,senosecchia,Senosecchia,TS
I616,Senosecchia,senosecchia,Senosecchia,TS
I617,Seo,seo,Seo,TN
I617,Seo,seo,Seo,TN
I618,Sepino,sepino,Sepino,CB
I618,Sepino,sepino,Sepino,CB
I619,Seppiana,seppiana,Seppiana,NO
I619,Seppiana,seppiana,Seppiana,NO
I619,Seppiana,seppiana,Seppiana,VB
I620,Seprio,seprio,Seprio,CO
I620,Seprio,seprio,Seprio,CO
I621,Sequals,sequals,Sequals,UD
I621,Sequals,sequals,Sequals,UD
I621,Sequals,sequals,Sequals,PN
I622,Seravezza,seravezza,Seravezza,LU
I623,Serbariu,serbariu,Serbariu,CA
I624,Serdiana,serdiana,Serdiana,CA
I624,Serdiana,serdiana,Serdiana,CA
I624,Serdiana,serdiana,Serdiana,SU
I625,Seregno,seregno,Seregno,MI
I625,Seregno,seregno,Seregno,MB
I626,Seren,seren,Seren,BL
I626,Seren Del Grappa,seren-del-grappa,Seren Del Grappa,BL
I627,Sergnano,sergnano,Sergnano,CR
I628,Seriate,seriate,Seriate,BG
I629,Serina,serina,Serina,BG
I629,Serina,serina,Serina,BG
I629,Serina,serina,Serina,BG
I630,Serino,serino,Serino,AV
I631,Serle,serle,Serle,BS
I632,Sermide,sermide,Sermide,MN
I632,Sermide E Felonica,sermide-e-felonica,Sermide E Felonica,MN
I633,Sermione,sermione,Sermione,BS
I634,Sermoneta,sermoneta,Sermoneta,RM
I634,Sermoneta,sermoneta,Sermoneta,RM
I634,Sermoneta,sermoneta,Sermoneta,LT
I634,Sermoneta,sermoneta,Sermoneta,LT
I634,Sermoneta,sermoneta,Sermoneta,LT
I634,Sermoneta,sermoneta,Sermoneta,LT
I635,Sernaglia,sernaglia,Sernaglia,TV
I635,Sernaglia Della Battaglia,sernaglia-della-battaglia,Sernaglia Della Battaglia,TV
I636,Sernio,sernio,Sernio,SO
I637,Serole,serole,Serole,AL
I637,Serole,serole,Serole,AT
I638,Serpenizza,serpenizza,Serpenizza,GO
I638,Serpenizza,serpenizza,Serpenizza,UD
I638,Serpenizza,serpenizza,Serpenizza,GO
I642,Serra D'Aiello,serra-d-aiello,Serra D'Aiello,CS
I642,Serra D'Aiello,serra-d-aiello,Serra D'Aiello,CS
I643,Serra De' Conti,serra-de-conti,Serra De' Conti,AN
I650,Serra Pedace,serra-pedace,Serra Pedace,CS
I640,Serra Riccò,serra-ricco,Serra Ricco',GE
I639,Serra San Bruno,serra-san-bruno,Serra San Bruno,CZ
I639,Serra San Bruno,serra-san-bruno,Serra San Bruno,VV
I653,Serra San Quirico,serra-san-quirico,Serra San Quirico,AN
I654,Serra Sant'Abbondio,serra-sant-abbondio,Serra Sant'Abbondio,PS
I654,Serra Sant'Abbondio,serra-sant-abbondio,Serra Sant'Abbondio,PS
I654,Serra Sant'Abbondio,serra-sant-abbondio,Serra Sant'Abbondio,PU
I641,Serracapriola,serracapriola,Serracapriola,FG
I644,Serradifalco,serradifalco,Serradifalco,CL
I646,Serralunga D'Alba,serralunga-d-alba,Serralunga D'Alba,CN
I645,Serralunga Di Crea,serralunga-di-crea,Serralunga Di Crea,AL
I647,Serramanna,serramanna,Serramanna,CA
I647,Serramanna,serramanna,Serramanna,CA
I647,Serramanna,serramanna,Serramanna,VS
I647,Serramanna,serramanna,Serramanna,SU
F357,Serramazzoni,serramazzoni,Serramazzoni,MO
I648,Serramezzana,serramezzana,Serramezzana,SA
I649,Serramonacesca,serramonacesca,Serramonacesca,CH
I649,Serramonacesca,serramonacesca,Serramonacesca,PE
I651,Serrapetrona,serrapetrona,Serrapetrona,MC
I652,Serrara Fontana,serrara-fontana,Serrara Fontana,NA
I652,Serrara Fontana,serrara-fontana,Serrara Fontana,NA
I655,Serrastretta,serrastretta,Serrastretta,CZ
I656,Serrata,serrata,Serrata,RC
I662,Serravalle A Po,serravalle-a-po,Serravalle A Po,MN
I665,Serravalle All'Adige,serravalle-all-adige,Serravalle All'Adige,TN
I665,Serravalle All'Adige,serravalle-all-adige,Serravalle All'Adige,TN
I658,Serravalle D'Asti,serravalle-d-asti,Serravalle D'Asti,AL
I659,Serravalle Delle Langhe,serravalle-delle-langhe,Serravalle Delle Langhe,CN
I659,Serravalle Delle Langhe,serravalle-delle-langhe,Serravalle Delle Langhe,CN
I659,Serravalle Delle Langhe,serravalle-delle-langhe,Serravalle Delle Langhe,CN
I661,Serravalle Di Chienti,serravalle-di-chienti,Serravalle Di Chienti,MC
I659,Serravalle Langhe,serravalle-langhe,Serravalle Langhe,CN
